SetID,Date,Time,Contact,Direction,Message
20,2026-01-22,07:49,Priya,Received,Thanks!
20,2026-01-22,09:07,Mom,Received,Thanks!
20,2026-01-22,09:45,Sister,Sent,See you tomorrow.
20,2026-01-22,10:33,Boss,Received,See you tomorrow.
20,2026-01-22,10:58,Dad,Received,Have lunch?
20,2026-01-22,11:06,Meera,Sent,Can you pick up milk?
20,2026-01-22,11:09,Mom,Sent,Call me when free.
20,2026-01-22,12:13,Rahul,Sent,Call me when free.
20,2026-01-22,12:58,Office,Received,I'm outside.
20,2026-01-22,13:40,Priya,Sent,Done.
20,2026-01-22,13:58,Karan,Sent,Done.
20,2026-01-22,14:50,Meera,Sent,Thanks!
20,2026-01-22,15:35,Karan,Sent,Meeting started.
20,2026-01-22,16:11,Rohan,Sent,See you tomorrow.
20,2026-01-22,16:15,Sister,Received,Good night.
20,2026-01-22,16:36,Neha,Sent,Good night.
20,2026-01-22,16:50,Aarav,Sent,No problem.
20,2026-01-22,17:35,Unknown,Sent,Call me when free.
20,2026-01-22,18:58,Rahul,Received,See you tomorrow.
20,2026-01-22,20:09,Mom,Sent,I'm outside.
20,2026-01-22,21:25,Priya,Sent,Can you send the notes?
21,2026-01-22,09:29,Ankit,Received,Can you send the notes?
21,2026-01-22,10:30,Priya,Received,See you tomorrow.
21,2026-01-22,11:39,Sister,Received,Let's meet at 6.
21,2026-01-22,12:38,Priya,Sent,I'm outside.
21,2026-01-22,13:41,Karan,Sent,Where are you?
21,2026-01-22,13:54,Boss,Received,Have lunch?
21,2026-01-22,14:27,Boss,Sent,On my way.
21,2026-01-22,14:38,Neha,Received,I'm outside.
21,2026-01-22,14:59,Aarav,Received,Good morning 😊
21,2026-01-22,15:12,Rahul,Sent,Can you pick up milk?
21,2026-01-22,16:03,Boss,Received,Sounds good!
21,2026-01-22,16:55,Dad,Received,No problem.
21,2026-01-22,17:02,Meera,Received,See you tomorrow.
21,2026-01-22,17:26,Karan,Sent,Let's meet at 6.
21,2026-01-22,18:24,Mom,Sent,Can you pick up milk?
21,2026-01-22,19:30,Unknown,Sent,I'll call later.
21,2026-01-22,20:17,Sister,Received,On my way.
21,2026-01-22,21:18,Priya,Sent,Have lunch?
21,2026-01-22,21:30,Boss,Sent,I'm outside.
21,2026-01-22,22:59,Priya,Sent,Can you send the notes?
21,2026-01-23,00:26,Neha,Sent,Let's meet at 6.
21,2026-01-23,00:47,Dad,Received,Reached home.
21,2026-01-23,01:57,Priya,Received,I'm outside.
21,2026-01-23,03:06,Meera,Sent,Thanks!
21,2026-01-23,04:10,Rohan,Received,Done.
21,2026-01-23,05:12,Rohan,Received,Can you pick up milk?
21,2026-01-23,05:48,Sister,Sent,Let's meet at 6.
21,2026-01-23,06:27,Aarav,Sent,Traffic is bad.
21,2026-01-23,07:40,Priya,Sent,Running late by 10 mins.
21,2026-01-23,08:35,Boss,Sent,Okay.
21,2026-01-23,09:05,Unknown,Received,Have lunch?
21,2026-01-23,10:13,Office,Received,Okay.
21,2026-01-23,10:41,Sister,Sent,Traffic is bad.
21,2026-01-23,10:46,Karan,Received,Good night.
21,2026-01-23,10:56,Rohan,Sent,Meeting started.
21,2026-01-23,12:25,Ankit,Received,Thanks!
21,2026-01-23,12:46,Karan,Received,Traffic is bad.
21,2026-01-23,14:05,Sister,Sent,I'm outside.
21,2026-01-23,14:46,Rohan,Received,Sounds good!
21,2026-01-23,15:16,Rahul,Received,Can you send the notes?
21,2026-01-23,16:23,Priya,Received,Where are you?
21,2026-01-23,17:27,Neha,Sent,Can you pick up milk?
21,2026-01-23,17:49,Mom,Received,Okay.
21,2026-01-23,17:56,Rohan,Sent,Thanks!
21,2026-01-23,18:24,Neha,Sent,Running late by 10 mins.
21,2026-01-23,19:35,Rahul,Sent,Have lunch?
21,2026-01-23,20:06,Meera,Sent,Okay.
21,2026-01-23,20:21,Rahul,Received,Let's meet at 6.
21,2026-01-23,21:47,Office,Sent,Thanks!
21,2026-01-23,22:30,Office,Received,Thanks!
22,2026-01-23,09:24,Mom,Sent,Done.
22,2026-01-23,10:48,Mom,Received,Let's meet at 6.
22,2026-01-23,12:13,Sister,Sent,Good morning 😊
22,2026-01-23,12:58,Rohan,Sent,Sounds good!
22,2026-01-23,14:22,Ankit,Received,Meeting started.
22,2026-01-23,15:30,Boss,Sent,Can you send the notes?
22,2026-01-23,15:53,Aarav,Sent,Can you send the notes?
22,2026-01-23,16:54,Aarav,Received,I'll call later.
22,2026-01-23,17:22,Meera,Sent,I'll call later.
22,2026-01-23,18:36,Rahul,Received,No problem.
22,2026-01-23,18:45,Meera,Sent,Let's meet at 6.
22,2026-01-23,19:07,Boss,Sent,Traffic is bad.
22,2026-01-23,20:36,Meera,Sent,Let's meet at 6.
22,2026-01-23,21:42,Rahul,Received,Thanks!
22,2026-01-23,22:42,Rohan,Received,Traffic is bad.
22,2026-01-23,23:39,Meera,Sent,Sounds good!
22,2026-01-24,01:05,Boss,Sent,Done.
22,2026-01-24,01:55,Boss,Received,Running late by 10 mins.
22,2026-01-24,03:09,Rohan,Received,No problem.
22,2026-01-24,03:46,Sister,Sent,Can you send the notes?
22,2026-01-24,03:48,Karan,Received,Running late by 10 mins.
22,2026-01-24,04:05,Dad,Sent,Meeting started.
22,2026-01-24,05:18,Aarav,Sent,Where are you?
22,2026-01-24,05:23,Aarav,Sent,Good morning 😊
22,2026-01-24,05:54,Priya,Received,I'll call later.
22,2026-01-24,06:23,Unknown,Sent,Traffic is bad.
22,2026-01-24,06:47,Mom,Received,See you tomorrow.
22,2026-01-24,07:57,Meera,Sent,Done.
22,2026-01-24,09:07,Priya,Sent,Good morning 😊
22,2026-01-24,10:26,Sister,Received,See you tomorrow.
22,2026-01-24,10:48,Boss,Sent,Done.
22,2026-01-24,11:16,Rohan,Received,Good night.
22,2026-01-24,12:17,Dad,Received,I'm outside.
22,2026-01-24,13:17,Dad,Sent,Running late by 10 mins.
22,2026-01-24,14:33,Ankit,Received,Meeting started.
22,2026-01-24,15:47,Aarav,Sent,Can you pick up milk?
22,2026-01-24,16:55,Rohan,Received,Call me when free.
22,2026-01-24,17:28,Sister,Sent,Done.
22,2026-01-24,18:01,Ankit,Sent,Call me when free.
22,2026-01-24,18:05,Karan,Received,Done.
22,2026-01-24,18:52,Rahul,Sent,Call me when free.
22,2026-01-24,20:20,Mom,Received,Have lunch?
22,2026-01-24,21:50,Rohan,Received,See you tomorrow.
22,2026-01-24,23:03,Boss,Sent,See you tomorrow.
22,2026-01-24,23:38,Priya,Received,Have lunch?
22,2026-01-24,23:49,Meera,Received,On my way.
22,2026-01-25,01:04,Aarav,Sent,Good night.
22,2026-01-25,02:27,Sister,Sent,Can you pick up milk?
22,2026-01-25,03:15,Sister,Sent,Good night.
22,2026-01-25,04:11,Office,Received,See you tomorrow.
23,2026-01-24,08:22,Neha,Sent,Can you pick up milk?
23,2026-01-24,08:41,Sister,Received,I'm outside.
23,2026-01-24,10:07,Boss,Sent,I'm outside.
23,2026-01-24,11:31,Aarav,Sent,Can you send the notes?
23,2026-01-24,11:59,Unknown,Received,Where are you?
23,2026-01-24,13:16,Ankit,Received,I'll call later.
23,2026-01-24,14:17,Unknown,Sent,No problem.
23,2026-01-24,14:53,Boss,Sent,Have lunch?
23,2026-01-24,15:10,Sister,Received,Traffic is bad.
23,2026-01-24,15:38,Unknown,Received,Have lunch?
23,2026-01-24,16:33,Mom,Received,Reached home.
23,2026-01-24,16:46,Rohan,Received,Thanks!
23,2026-01-24,16:48,Ankit,Received,Traffic is bad.
23,2026-01-24,17:43,Meera,Sent,Thanks!
23,2026-01-24,18:25,Mom,Sent,I'm outside.
23,2026-01-24,19:49,Rahul,Sent,On my way.
23,2026-01-24,21:11,Priya,Received,I'm outside.
23,2026-01-24,22:26,Sister,Received,Okay.
23,2026-01-24,23:46,Meera,Received,On my way.
23,2026-01-25,00:20,Meera,Sent,Okay.
23,2026-01-25,01:00,Karan,Sent,Sounds good!
23,2026-01-25,01:50,Priya,Received,Sounds good!
23,2026-01-25,03:08,Meera,Received,Where are you?
23,2026-01-25,04:38,Aarav,Sent,Running late by 10 mins.
23,2026-01-25,04:44,Unknown,Received,Can you pick up milk?
23,2026-01-25,05:33,Unknown,Received,On my way.
23,2026-01-25,06:01,Unknown,Sent,Can you send the notes?
23,2026-01-25,06:40,Boss,Sent,Can you send the notes?
23,2026-01-25,07:25,Sister,Received,Good night.
23,2026-01-25,08:16,Unknown,Received,I'm outside.
23,2026-01-25,08:27,Unknown,Sent,Reached home.
23,2026-01-25,09:46,Unknown,Received,I'll call later.
23,2026-01-25,10:46,Rahul,Sent,Call me when free.
23,2026-01-25,11:34,Rahul,Received,Okay.
23,2026-01-25,12:36,Neha,Received,Where are you?
23,2026-01-25,12:55,Ankit,Received,Done.
23,2026-01-25,14:06,Dad,Sent,Reached home.
23,2026-01-25,14:24,Priya,Received,Good morning 😊
23,2026-01-25,15:36,Unknown,Sent,Running late by 10 mins.
23,2026-01-25,17:06,Neha,Sent,Call me when free.
23,2026-01-25,18:12,Meera,Sent,No problem.
23,2026-01-25,18:30,Boss,Sent,On my way.
23,2026-01-25,19:53,Mom,Sent,On my way.
23,2026-01-25,20:36,Office,Sent,Good night.
23,2026-01-25,21:17,Sister,Sent,Reached home.
23,2026-01-25,22:32,Office,Received,See you tomorrow.
23,2026-01-25,22:44,Dad,Received,See you tomorrow.
23,2026-01-25,23:12,Neha,Sent,Let's meet at 6.
23,2026-01-26,00:14,Mom,Sent,Good morning 😊
23,2026-01-26,00:57,Priya,Received,See you tomorrow.
24,2026-01-25,08:47,Ankit,Received,Have lunch?
24,2026-01-25,09:57,Sister,Received,Call me when free.
24,2026-01-25,10:22,Rohan,Sent,No problem.
24,2026-01-25,11:51,Aarav,Received,Sounds good!
24,2026-01-25,11:58,Meera,Sent,See you tomorrow.
24,2026-01-25,12:51,Rahul,Received,I'll call later.
24,2026-01-25,13:25,Karan,Received,On my way.
24,2026-01-25,14:00,Dad,Received,Good morning 😊
24,2026-01-25,14:58,Boss,Sent,Okay.
24,2026-01-25,15:29,Dad,Sent,Traffic is bad.
24,2026-01-25,16:03,Rohan,Sent,Can you pick up milk?
24,2026-01-25,16:11,Karan,Received,Good night.
24,2026-01-25,17:08,Unknown,Received,Thanks!
24,2026-01-25,18:00,Mom,Sent,Reached home.
24,2026-01-25,18:20,Karan,Sent,Thanks!
24,2026-01-25,19:44,Aarav,Received,Thanks!
24,2026-01-25,20:25,Karan,Sent,I'm outside.
24,2026-01-25,21:41,Karan,Sent,Done.
24,2026-01-25,22:16,Sister,Sent,Reached home.
24,2026-01-25,22:58,Rohan,Sent,Can you send the notes?
24,2026-01-25,23:42,Dad,Sent,Okay.
24,2026-01-25,23:54,Karan,Received,I'm outside.
24,2026-01-26,00:19,Neha,Received,Have lunch?
24,2026-01-26,01:23,Unknown,Received,Reached home.
24,2026-01-26,02:25,Boss,Received,Good night.
24,2026-01-26,03:47,Mom,Sent,Where are you?
24,2026-01-26,04:16,Boss,Sent,Have lunch?
24,2026-01-26,05:32,Dad,Sent,Done.
24,2026-01-26,06:58,Rohan,Received,Sounds good!
24,2026-01-26,08:18,Dad,Received,I'm outside.
24,2026-01-26,09:02,Sister,Received,I'll call later.
24,2026-01-26,09:36,Rahul,Sent,On my way.
24,2026-01-26,09:38,Priya,Sent,Traffic is bad.
24,2026-01-26,09:58,Boss,Sent,Running late by 10 mins.
24,2026-01-26,11:14,Rahul,Received,Can you pick up milk?
24,2026-01-26,12:40,Karan,Received,Good night.
24,2026-01-26,14:03,Priya,Sent,Let's meet at 6.
24,2026-01-26,15:00,Mom,Received,I'm outside.
24,2026-01-26,16:17,Boss,Received,Good morning 😊
24,2026-01-26,17:04,Office,Sent,I'll call later.
24,2026-01-26,18:13,Karan,Received,Good night.
24,2026-01-26,18:54,Aarav,Received,Thanks!
24,2026-01-26,19:39,Meera,Received,See you tomorrow.
24,2026-01-26,20:30,Karan,Sent,Done.
24,2026-01-26,20:37,Boss,Sent,Thanks!
24,2026-01-26,21:56,Office,Received,I'm outside.
24,2026-01-26,23:02,Boss,Sent,No problem.
24,2026-01-26,23:12,Sister,Sent,Okay.
24,2026-01-27,00:08,Mom,Received,Call me when free.
24,2026-01-27,00:28,Sister,Received,Good night.
25,2026-01-26,08:43,Meera,Received,Call me when free.
25,2026-01-26,08:50,Rohan,Sent,Meeting started.
25,2026-01-26,10:18,Karan,Sent,Reached home.
25,2026-01-26,10:52,Ankit,Received,Call me when free.
25,2026-01-26,11:09,Dad,Received,I'll call later.
25,2026-01-26,12:10,Dad,Sent,Traffic is bad.
25,2026-01-26,13:40,Unknown,Sent,Sounds good!
25,2026-01-26,14:24,Mom,Received,Can you pick up milk?
25,2026-01-26,14:51,Mom,Sent,Can you send the notes?
25,2026-01-26,15:10,Rohan,Received,Good night.
25,2026-01-26,16:33,Rahul,Sent,On my way.
25,2026-01-26,17:58,Office,Sent,Can you send the notes?
25,2026-01-26,18:34,Aarav,Sent,No problem.
25,2026-01-26,19:31,Neha,Sent,Good morning 😊
25,2026-01-26,19:34,Dad,Received,Meeting started.
25,2026-01-26,20:12,Mom,Sent,Call me when free.
25,2026-01-26,20:34,Neha,Received,Can you send the notes?
25,2026-01-26,21:28,Priya,Received,See you tomorrow.
25,2026-01-26,21:44,Sister,Received,Running late by 10 mins.
25,2026-01-26,22:59,Dad,Sent,Okay.
25,2026-01-26,23:47,Sister,Received,Meeting started.
25,2026-01-27,00:39,Meera,Received,Can you send the notes?
25,2026-01-27,01:21,Office,Received,Let's meet at 6.
25,2026-01-27,01:55,Mom,Sent,Let's meet at 6.
25,2026-01-27,03:07,Karan,Received,Sounds good!
25,2026-01-27,04:31,Unknown,Received,Meeting started.
25,2026-01-27,04:49,Boss,Sent,Okay.
25,2026-01-27,06:15,Meera,Received,Thanks!
25,2026-01-27,07:35,Ankit,Received,I'm outside.
25,2026-01-27,08:49,Office,Sent,Good night.
25,2026-01-27,09:52,Boss,Received,Meeting started.
25,2026-01-27,10:55,Rohan,Received,Have lunch?
25,2026-01-27,11:13,Rahul,Received,I'll call later.
25,2026-01-27,11:52,Karan,Received,No problem.
25,2026-01-27,12:15,Karan,Sent,Have lunch?
25,2026-01-27,13:21,Ankit,Sent,On my way.
25,2026-01-27,14:23,Neha,Sent,Good morning 😊
25,2026-01-27,15:37,Dad,Received,Good night.
25,2026-01-27,17:01,Rahul,Sent,Running late by 10 mins.
25,2026-01-27,18:24,Boss,Sent,On my way.
25,2026-01-27,19:11,Karan,Received,Can you send the notes?
25,2026-01-27,20:12,Aarav,Sent,I'll call later.
25,2026-01-27,20:36,Rahul,Sent,On my way.
25,2026-01-27,20:38,Priya,Sent,Running late by 10 mins.
25,2026-01-27,21:03,Karan,Sent,No problem.
25,2026-01-27,21:39,Priya,Sent,On my way.
25,2026-01-27,22:27,Dad,Received,I'm outside.
25,2026-01-27,23:13,Dad,Sent,Traffic is bad.
25,2026-01-28,00:35,Ankit,Received,Can you send the notes?
25,2026-01-28,02:04,Unknown,Received,Sounds good!
26,2026-01-27,08:54,Unknown,Sent,See you tomorrow.
26,2026-01-27,08:59,Rahul,Received,Good night.
26,2026-01-27,09:31,Boss,Received,See you tomorrow.
26,2026-01-27,10:56,Mom,Received,Have lunch?
26,2026-01-27,11:36,Mom,Received,Can you pick up milk?
26,2026-01-27,12:15,Ankit,Received,Can you pick up milk?
26,2026-01-27,12:17,Dad,Sent,Can you send the notes?
26,2026-01-27,12:32,Rohan,Received,Let's meet at 6.
26,2026-01-27,13:05,Karan,Sent,Good morning 😊
26,2026-01-27,14:24,Sister,Sent,No problem.
26,2026-01-27,14:52,Mom,Sent,On my way.
26,2026-01-27,16:06,Rahul,Received,On my way.
26,2026-01-27,16:25,Office,Sent,Can you pick up milk?
26,2026-01-27,17:48,Karan,Sent,Okay.
26,2026-01-27,18:42,Karan,Received,Can you pick up milk?
26,2026-01-27,20:06,Rahul,Received,Traffic is bad.
26,2026-01-27,20:30,Sister,Sent,Reached home.
26,2026-01-27,21:08,Rohan,Received,Good night.
26,2026-01-27,21:43,Aarav,Received,Good morning 😊
26,2026-01-27,21:57,Neha,Received,Okay.
26,2026-01-27,22:34,Priya,Sent,No problem.
26,2026-01-27,23:50,Aarav,Received,Can you send the notes?
26,2026-01-28,01:07,Meera,Received,Reached home.
26,2026-01-28,01:35,Meera,Sent,Done.
26,2026-01-28,02:22,Boss,Sent,Traffic is bad.
26,2026-01-28,03:40,Karan,Sent,Have lunch?
26,2026-01-28,03:53,Aarav,Sent,Meeting started.
26,2026-01-28,05:21,Office,Sent,No problem.
26,2026-01-28,06:46,Office,Sent,Where are you?
26,2026-01-28,06:56,Rahul,Received,Meeting started.
26,2026-01-28,07:58,Neha,Received,Good morning 😊
26,2026-01-28,08:57,Boss,Received,Okay.
26,2026-01-28,10:14,Karan,Sent,Good night.
26,2026-01-28,11:22,Dad,Sent,Thanks!
26,2026-01-28,12:01,Neha,Sent,Meeting started.
26,2026-01-28,12:20,Rahul,Received,Reached home.
26,2026-01-28,12:38,Neha,Sent,Okay.
26,2026-01-28,13:46,Aarav,Received,Reached home.
26,2026-01-28,14:15,Office,Received,Done.
26,2026-01-28,15:01,Mom,Sent,Call me when free.
26,2026-01-28,15:27,Rohan,Received,On my way.
26,2026-01-28,15:43,Karan,Sent,Reached home.
26,2026-01-28,16:15,Rohan,Sent,On my way.
26,2026-01-28,17:25,Karan,Received,I'll call later.
26,2026-01-28,17:56,Priya,Received,Traffic is bad.
26,2026-01-28,18:30,Sister,Sent,Traffic is bad.
26,2026-01-28,19:20,Neha,Sent,Meeting started.
26,2026-01-28,20:07,Rohan,Sent,Call me when free.
26,2026-01-28,20:56,Office,Received,Have lunch?
26,2026-01-28,22:22,Rohan,Received,Let's meet at 6.
27,2026-01-28,08:10,Rohan,Received,Where are you?
27,2026-01-28,09:23,Dad,Sent,On my way.
27,2026-01-28,09:45,Neha,Received,Okay.
27,2026-01-28,10:26,Neha,Received,Reached home.
27,2026-01-28,11:23,Rohan,Received,Running late by 10 mins.
27,2026-01-28,11:54,Ankit,Received,Good night.
27,2026-01-28,12:44,Rahul,Received,Can you pick up milk?
27,2026-01-28,13:25,Boss,Sent,Let's meet at 6.
27,2026-01-28,14:20,Karan,Sent,Done.
27,2026-01-28,14:39,Rahul,Received,Call me when free.
27,2026-01-28,15:53,Office,Received,Done.
27,2026-01-28,15:59,Rahul,Received,Have lunch?
27,2026-01-28,16:38,Office,Sent,Can you pick up milk?
27,2026-01-28,16:44,Mom,Received,See you tomorrow.
27,2026-01-28,17:01,Neha,Sent,Can you send the notes?
27,2026-01-28,17:15,Karan,Received,Where are you?
27,2026-01-28,18:04,Unknown,Received,Sounds good!
27,2026-01-28,18:58,Meera,Sent,I'm outside.
27,2026-01-28,20:24,Unknown,Received,Sounds good!
27,2026-01-28,21:36,Dad,Sent,Can you pick up milk?
27,2026-01-28,22:35,Boss,Received,Can you pick up milk?
27,2026-01-28,22:43,Unknown,Received,See you tomorrow.
27,2026-01-28,23:13,Ankit,Received,Let's meet at 6.
27,2026-01-29,00:25,Unknown,Received,Done.
27,2026-01-29,00:44,Ankit,Received,Meeting started.
27,2026-01-29,01:17,Priya,Received,Sounds good!
27,2026-01-29,02:43,Aarav,Received,Running late by 10 mins.
27,2026-01-29,03:14,Boss,Sent,Good morning 😊
27,2026-01-29,03:16,Boss,Received,Meeting started.
27,2026-01-29,03:28,Priya,Received,I'll call later.
27,2026-01-29,03:51,Unknown,Sent,Can you send the notes?
27,2026-01-29,04:26,Office,Sent,Reached home.
27,2026-01-29,05:17,Office,Received,Meeting started.
27,2026-01-29,06:02,Rahul,Sent,I'm outside.
27,2026-01-29,06:31,Priya,Sent,Okay.
27,2026-01-29,06:46,Unknown,Received,Okay.
27,2026-01-29,07:07,Rahul,Received,Can you pick up milk?
27,2026-01-29,07:52,Karan,Received,Meeting started.
27,2026-01-29,08:33,Unknown,Received,Sounds good!
27,2026-01-29,09:42,Rohan,Received,On my way.
27,2026-01-29,10:54,Karan,Received,Where are you?
27,2026-01-29,12:10,Rahul,Sent,On my way.
27,2026-01-29,13:23,Aarav,Sent,Sounds good!
27,2026-01-29,14:20,Mom,Sent,Good night.
27,2026-01-29,14:30,Aarav,Sent,See you tomorrow.
27,2026-01-29,15:00,Priya,Received,On my way.
27,2026-01-29,16:11,Neha,Received,I'll call later.
27,2026-01-29,16:37,Office,Sent,Meeting started.
27,2026-01-29,17:18,Rahul,Received,On my way.
27,2026-01-29,18:02,Sister,Sent,Meeting started.
28,2026-01-29,09:25,Meera,Sent,Good morning 😊
28,2026-01-29,09:51,Rohan,Sent,Meeting started.
28,2026-01-29,10:30,Office,Sent,Thanks!
28,2026-01-29,10:35,Meera,Sent,On my way.
28,2026-01-29,11:19,Priya,Sent,I'll call later.
28,2026-01-29,11:29,Rahul,Sent,I'm outside.
28,2026-01-29,11:44,Priya,Sent,Reached home.
28,2026-01-29,13:06,Unknown,Sent,Have lunch?
28,2026-01-29,13:41,Karan,Received,Have lunch?
28,2026-01-29,13:51,Neha,Received,See you tomorrow.
28,2026-01-29,14:43,Rahul,Sent,Okay.
28,2026-01-29,15:31,Aarav,Received,Good night.
28,2026-01-29,16:58,Unknown,Sent,Can you pick up milk?
28,2026-01-29,17:49,Sister,Received,See you tomorrow.
28,2026-01-29,19:13,Dad,Sent,Running late by 10 mins.
28,2026-01-29,20:24,Sister,Sent,Can you pick up milk?
28,2026-01-29,21:38,Sister,Received,Good morning 😊
28,2026-01-29,21:58,Meera,Sent,Good morning 😊
28,2026-01-29,23:21,Boss,Sent,Reached home.
28,2026-01-29,23:29,Unknown,Sent,On my way.
28,2026-01-29,23:40,Meera,Received,Meeting started.
28,2026-01-30,00:11,Dad,Sent,Have lunch?
28,2026-01-30,00:23,Office,Sent,Thanks!
28,2026-01-30,01:14,Aarav,Sent,Good night.
28,2026-01-30,02:10,Rohan,Received,Where are you?
28,2026-01-30,02:54,Office,Received,Traffic is bad.
28,2026-01-30,03:30,Aarav,Received,No problem.
28,2026-01-30,03:56,Ankit,Received,Good morning 😊
28,2026-01-30,05:06,Meera,Sent,Thanks!
28,2026-01-30,06:31,Boss,Sent,Have lunch?
28,2026-01-30,07:49,Ankit,Sent,Reached home.
28,2026-01-30,07:59,Priya,Received,Have lunch?
28,2026-01-30,09:00,Unknown,Received,Thanks!
28,2026-01-30,10:18,Sister,Sent,Running late by 10 mins.
28,2026-01-30,10:28,Priya,Sent,Can you pick up milk?
28,2026-01-30,10:34,Rahul,Received,Traffic is bad.
28,2026-01-30,12:00,Karan,Received,I'll call later.
28,2026-01-30,13:04,Meera,Received,Let's meet at 6.
28,2026-01-30,13:49,Dad,Sent,Can you pick up milk?
28,2026-01-30,15:05,Priya,Sent,Have lunch?
28,2026-01-30,15:36,Sister,Sent,Good morning 😊
28,2026-01-30,16:35,Mom,Sent,On my way.
28,2026-01-30,17:40,Priya,Sent,On my way.
28,2026-01-30,19:09,Rohan,Received,Sounds good!
28,2026-01-30,19:44,Office,Sent,Let's meet at 6.
28,2026-01-30,21:12,Office,Received,Thanks!
28,2026-01-30,21:18,Neha,Sent,Let's meet at 6.
28,2026-01-30,21:21,Rahul,Received,Can you pick up milk?
28,2026-01-30,21:47,Rahul,Sent,See you tomorrow.
28,2026-01-30,22:52,Priya,Sent,Call me when free.
29,2026-01-30,09:01,Office,Received,Can you send the notes?
29,2026-01-30,09:28,Rahul,Received,No problem.
29,2026-01-30,09:59,Meera,Received,On my way.
29,2026-01-30,11:12,Rohan,Received,No problem.
29,2026-01-30,11:36,Mom,Sent,I'm outside.
29,2026-01-30,12:58,Rahul,Received,Running late by 10 mins.
29,2026-01-30,13:45,Aarav,Sent,Can you pick up milk?
29,2026-01-30,14:23,Priya,Sent,Can you send the notes?
29,2026-01-30,15:22,Neha,Received,Can you pick up milk?
29,2026-01-30,15:44,Ankit,Sent,Sounds good!
29,2026-01-30,16:01,Sister,Received,Let's meet at 6.
29,2026-01-30,16:17,Ankit,Sent,Running late by 10 mins.
29,2026-01-30,17:46,Mom,Sent,Traffic is bad.
29,2026-01-30,18:37,Boss,Received,Where are you?
29,2026-01-30,19:10,Meera,Received,Traffic is bad.
29,2026-01-30,20:28,Office,Received,Good morning 😊
29,2026-01-30,21:02,Unknown,Received,I'm outside.
29,2026-01-30,22:21,Ankit,Sent,Meeting started.
29,2026-01-30,23:14,Sister,Sent,I'll call later.
29,2026-01-31,00:09,Meera,Sent,No problem.
29,2026-01-31,00:57,Meera,Received,Good morning 😊
29,2026-01-31,01:23,Office,Sent,Reached home.
29,2026-01-31,01:28,Meera,Sent,On my way.
29,2026-01-31,02:48,Meera,Sent,Good night.
29,2026-01-31,04:00,Rahul,Sent,Where are you?
29,2026-01-31,04:58,Unknown,Sent,Call me when free.
29,2026-01-31,05:01,Dad,Received,Sounds good!
29,2026-01-31,05:10,Mom,Received,Done.
29,2026-01-31,06:10,Rahul,Sent,No problem.
29,2026-01-31,06:31,Meera,Received,Good night.
29,2026-01-31,06:54,Unknown,Sent,See you tomorrow.
29,2026-01-31,07:54,Rahul,Sent,I'll call later.
29,2026-01-31,09:03,Sister,Received,Let's meet at 6.
29,2026-01-31,09:31,Sister,Received,Running late by 10 mins.
29,2026-01-31,11:01,Unknown,Sent,Call me when free.
29,2026-01-31,11:36,Ankit,Sent,On my way.
29,2026-01-31,12:36,Unknown,Received,Okay.
29,2026-01-31,14:00,Unknown,Sent,Can you send the notes?
29,2026-01-31,15:21,Unknown,Sent,See you tomorrow.
29,2026-01-31,16:35,Rahul,Sent,Good morning 😊
29,2026-01-31,16:57,Office,Sent,Have lunch?
29,2026-01-31,17:45,Meera,Sent,Where are you?
29,2026-01-31,18:42,Office,Received,Okay.
29,2026-01-31,20:05,Meera,Received,Thanks!
29,2026-01-31,20:56,Mom,Received,On my way.
29,2026-01-31,21:20,Office,Received,I'll call later.
29,2026-01-31,22:06,Priya,Received,On my way.
29,2026-01-31,22:12,Meera,Received,Done.
29,2026-01-31,23:06,Dad,Received,Running late by 10 mins.
29,2026-01-31,23:26,Dad,Received,Good morning 😊
30,2026-01-31,08:15,Rohan,Sent,I'm outside.
30,2026-01-31,08:57,Aarav,Received,Good morning 😊
30,2026-01-31,09:14,Meera,Received,On my way.
30,2026-01-31,09:56,Unknown,Sent,Done.
30,2026-01-31,10:36,Neha,Received,Can you send the notes?
30,2026-01-31,11:14,Dad,Sent,Running late by 10 mins.
30,2026-01-31,12:34,Office,Sent,Good night.
30,2026-01-31,12:40,Meera,Sent,Good night.
30,2026-01-31,13:03,Priya,Received,Done.
30,2026-01-31,13:25,Ankit,Received,Good night.
30,2026-01-31,13:54,Dad,Sent,Good morning 😊
30,2026-01-31,14:47,Unknown,Sent,Traffic is bad.
30,2026-01-31,15:54,Aarav,Received,Reached home.
30,2026-01-31,16:57,Ankit,Received,Reached home.
30,2026-01-31,17:35,Aarav,Sent,Can you send the notes?
30,2026-01-31,17:45,Priya,Sent,Where are you?
30,2026-01-31,18:53,Sister,Sent,Reached home.
30,2026-01-31,19:55,Karan,Received,Call me when free.
30,2026-01-31,20:46,Karan,Received,I'll call later.
30,2026-01-31,21:08,Sister,Received,Meeting started.
30,2026-01-31,21:45,Rahul,Received,Can you pick up milk?
30,2026-01-31,22:45,Unknown,Received,Meeting started.
30,2026-02-01,00:10,Rahul,Received,Good night.
30,2026-02-01,01:25,Dad,Sent,I'm outside.
30,2026-02-01,02:32,Priya,Received,No problem.
30,2026-02-01,03:43,Ankit,Received,No problem.
30,2026-02-01,03:52,Mom,Sent,Call me when free.
30,2026-02-01,03:56,Karan,Sent,Traffic is bad.
30,2026-02-01,04:49,Ankit,Sent,Good night.
